T Finance Profitability Home Page Id,Period Date,Company Name,Unit Name,Project Name,Swa Jo,Project Owner,Category Project,Source Of Fund,Project Type,Revenue Plan Monthly,Revenue Actual Monthly,Revenue Plan Ytd,Revenue Actual Ytd,Revenue Ytd Vs Plan Percentage,Ebitda Plan Monthly,Ebitda Actual Monthly,Ebitda Plan Ytd,Ebitda Actual Ytd,Ebitda Ytd Vs Plan Percentage,Ebitda Margin Plan Monthly Percentage,Ebitda Margin Actual Monthly Percentage,Ebitda Margin Plan Ytd Percentage,Ebitda Margin Actual Ytd Percentage,Ebitda Margin Ytd Vs Plan Percentage,Net Profit Plan Monthly,Net Profit Actual Monthly,Net Profit Plan Ytd,Net Profit Actual Ytd,Net Profit Ytd Vs Plan Percentage,Net Profit Margin Plan Monthly Percentage,Net Profit Margin Actual Monthly Percentage,Net Profit Margin Plan Ytd Percentage,Net Profit Margin Actual Ytd Percentage,Net Profit Vs Plan Percentage,Irr Plan Percentage,Irr Actual Percentage,Ebitda Margin Actual Monthly,Ebitda Margin Plan Monthly,Created By,Created At,Updated By,Updated At,Pendapatan Pengurang,Pendapatan Pembagi,Biaya Ebitda,Biaya Npm,Depre,Cost,Pendapatan Pengurang Lalu,Pendapatan Pembagi Lalu,Biaya Ebitda Lalu,Biaya Npm Lalu,Depre Lalu,Cost Lalu
6105,2027-12-31,Company C,Unit 2,Project Y,Yes,Owner 3,Category A,Fund 2,Type 2,41368.91926011676,18978.530130613053,165703.43883838246,436248.208958315,-7.907758882337248,3984.077968945924,3387.407316319497,41123.33233977988,21003.39671024395,6.36749858469177,44.541549954338834,13.853084125039175,32.38010130065309,49.39476922562143,-0.5324258656595724,15837.569066345337,11811.32738582186,138553.78030935588,56740.19711580611,-5.938180757807845,7.00690483629939,14.125137152013291,11.03412028796149,18.03170489459735,1.048093793657955,3.3477544744234637,5.1084091972809444,21.040298462304552,11.486131114527932,User C,2022-03-01,User A,2023-03-01,1459.2604316576283,2087.2512546087646,1210.5289739638492,1782.177321768776,291.2084771659611,9597.916025093627,2421.049692695413,4947.895019285969,1763.1360392808454,867.3325289191582,738.5101028159493,8348.242291814851
3952,2028-01-31,Company C,Unit 2,Project Y,No,Owner 2,Category B,Fund 2,Type 3,21959.91460219556,35984.19163248768,281765.34961517784,346469.5992561693,1.3361256907832892,3731.6919749087174,1470.2088097168246,19699.510943981986,43113.02115397254,-8.60786272004792,31.152666805379102,44.31629803094188,21.88395415189474,17.050589332451395,-1.99391758923902,11928.251793117299,21560.578484843143,171273.44328764855,118243.15197730855,3.770564267615706,12.585181146155769,13.180716540601708,11.165894258585984,20.36775598533337,5.8669795530011015,4.412231360748051,7.9481662005086395,41.29330769925937,14.577299099106984,User B,2022-03-02,User A,2023-03-02,3684.770997335799,2785.3456127300783,713.1212265797526,678.1299757820591,968.8210408945023,3861.130868702945,2034.8535275105921,4105.255102915202,693.1551109644618,1264.2151083941303,775.3760560847029,6798.376959791847
8282,2028-02-29,Company A,Unit 3,Project X,Yes,Owner 1,Category C,Fund 1,Type 1,49399.02679064425,31776.57832037324,125113.49777584923,213785.4238511589,6.254569452737254,4065.189887241696,3598.5990276116772,11082.131454398488,29060.960163344425,-3.651463202556318,33.78434627044816,48.42598490601106,33.75051813769066,13.559790455167402,1.5713380461320963,11879.728345862808,16212.686138449604,162724.39749884763,87006.57114305843,2.2657283066699563,11.63230116958053,7.951546198666717,13.22764143072564,8.229891612270466,-6.186517739157558,6.143110043978453,7.093027867729545,25.260245375441094,45.65587723612764,User A,2022-03-03,User B,2023-03-03,1626.786635863653,2472.143329170319,1794.2265052177863,523.3834066523615,403.6850647834214,3829.9932684562955,3305.452437118725,2079.4274699861903,864.2442861234306,1676.3592212766216,338.5686100295617,5412.299146575006
9828,2028-03-31,Company A,Unit 3,Project X,Yes,Owner 1,Category B,Fund 2,Type 3,45856.81726665072,21946.13976883314,400475.9378928565,289190.28176662634,-7.586349373598744,4686.522599055338,2496.105471349092,15071.481131260298,26579.40423131063,9.097636907092536,43.83798277254183,46.45841752114417,28.28128532092503,48.367275704264145,7.936572949960873,6951.818099923264,12834.74042640538,200691.14919298666,247665.2289401695,-2.740710006757075,9.822033061959893,13.191701994367639,7.244746791351289,13.660542961539438,-2.418949199520444,3.913065697767641,2.455752639227839,33.25815772765856,10.520747284980088,User B,2022-03-04,User C,2023-03-04,4585.068690411595,2205.2930841961197,644.512984481463,1781.8630273461588,945.5713000819793,9722.355077965722,1643.6464276041102,2119.345194779878,2230.9413297729798,1883.5960906342007,851.9160376000092,8200.356157922975
3735,2028-04-30,Company B,Unit 3,Project Y,No,Owner 3,Category B,Fund 2,Type 1,45404.60642137096,41745.43333223386,340777.51374808676,416451.9392436756,2.198530499940208,2505.335374391428,2860.9547899541963,16051.855675682582,10701.698071461245,8.937763612065147,41.48379117925011,28.37602715228119,13.67228466446296,34.18861133540185,2.1882300642381196,11422.65360376852,16910.60446588792,171401.02562078348,76264.87377397946,0.3208184022681131,16.37111209132093,13.272176227180545,19.18190001520255,16.33399362060773,-0.33090618464516197,5.160586657917155,6.999764309687865,15.332988301706528,31.611190508381494,User B,2022-03-05,User C,2023-03-05,4405.765538872982,2964.3948548319163,536.2432382921473,573.2142556772069,573.4521385557291,5808.7977690745365,3914.6568275794343,2981.810063628321,2126.734006621605,1377.0255016550686,563.4187313037102,8068.702667600325
4577,2028-05-31,Company A,Unit 2,Project Z,Yes,Owner 1,Category B,Fund 3,Type 2,30112.2494280288,22741.819520859477,324557.28010606096,242360.30835536827,-6.663342659977274,1181.5253046396533,4249.9424716600015,16015.93877634158,35324.69286974713,6.388759555864588,27.91019618590205,32.944454788849825,43.29473320083967,33.355956654335664,-3.9503533706557326,13081.493614121518,6170.671231751184,153323.14354798745,213456.77532102674,-6.702985261450496,5.220388206798054,20.010408933135746,22.894397380033094,13.708330907871675,6.037081503516198,8.801475055164126,5.904081659102217,32.04115213678333,41.29171682587427,User B,2022-03-06,User A,2023-03-06,1051.12203909679,1494.7264626049764,1715.1474554834394,576.4470558237966,358.3399355731743,5512.658511081911,3670.764402897052,1166.9076766744095,1427.358341899651,1992.130432168915,307.648696030545,4079.151262613783
3131,2028-06-30,Company C,Unit 2,Project X,No,Owner 2,Category C,Fund 2,Type 2,12555.968363246368,22662.13070099122,433851.5021527444,404158.3536157833,0.12536570998193852,2866.8824456956627,2791.476007825165,11522.986666514696,19650.552292886532,1.4760698987153695,33.17153202378396,18.942442262470465,32.24519979844803,14.628240963780016,-0.8519565650681287,6464.884534687616,23479.232695696905,99923.92969071359,205838.24119756423,-1.952307904716406,19.67673369940538,8.673958303953658,8.059756923859178,23.27839425338416,-6.481147948911863,9.135316131771322,3.473056496052843,41.63602020674705,48.88774463845734,User B,2022-03-07,User C,2023-03-07,1051.9232466078656,1965.13036455353,2433.1087060693235,1787.861687778182,303.5814922698034,2800.921031582852,1490.5574039040328,4812.74395829987,2112.0969191549702,1936.0673596728266,674.5482568338072,4041.614837093436
9910,2028-07-31,Company C,Unit 1,Project X,Yes,Owner 1,Category C,Fund 2,Type 1,19282.289011277535,11973.910998898858,473514.95358406793,304573.9360113025,-1.4544647884198767,4206.155285082447,1105.8175526636846,10896.012953513826,10706.990928179504,-3.802006237087001,16.730346132256205,35.590680830846324,42.771097193883506,33.24277757570558,-3.243757071592115,10127.812463555936,21561.863673437554,85119.82635277265,232245.31639939398,-5.172371794249346,14.524221937416808,24.67554184718364,7.691061712502886,9.609583683178663,0.08214579260954302,9.397626796966282,5.984051616678299,10.25130447000167,48.36864188710405,User C,2022-03-08,User A,2023-03-08,1780.3209385230825,2735.446136071612,2403.3237859173196,2101.0431156122004,282.28534786576364,8633.576834588795,1149.9231367515818,1935.1216045675308,1902.8618726496627,915.8385191588019,701.4365771523592,6102.788187501543
1058,2028-08-31,Company B,Unit 2,Project Z,Yes,Owner 2,Category C,Fund 1,Type 2,37693.075521081875,41269.34218457395,132484.81558847506,384792.26739783044,3.266355144475078,4009.5685992408353,4625.683184397313,21634.081854577515,17060.25041442127,8.557016941154028,22.530616336095836,31.10064440107655,20.4445253389203,41.852348742175636,0.03322488865102713,10056.63347964957,19718.83753759661,210377.462759147,95783.84995526337,-7.695869552378043,5.667691642221371,22.437804739824482,13.608552549825559,20.194245246616298,-2.0920052795987942,2.951538937717688,5.129843029516988,44.609415243838356,11.422515545133475,User B,2022-03-09,User C,2023-03-09,3909.2808601798642,3567.979169810355,630.6135858202098,1079.973595887771,866.1015227280762,2507.060640982515,2614.5521958995,1200.5477209972596,1210.712561022598,924.4010096194038,312.3680164781234,4531.393123823589
9984,2028-09-30,Company A,Unit 2,Project Z,No,Owner 2,Category C,Fund 2,Type 1,12663.127138543068,40103.44650647305,253609.44880915034,317150.1022871569,2.1928002397674557,4167.651871244141,4347.816928855524,16201.743164103467,38708.653579929,-3.237454947214702,21.03582247025833,36.20276194016817,17.594765117554758,49.86847009716766,6.7190857365111185,6211.628461428524,22068.144284534093,99054.30156971063,53080.509262617736,1.1849216639986828,20.9111547181652,21.794587224228888,7.4725971268499825,11.534692409445276,-6.868223826628476,3.3172461831958713,3.876633240028669,45.38561496848749,15.831577953830829,User B,2022-03-10,User B,2023-03-10,1932.0662689119795,1372.7316283161376,2084.1959685651586,2462.3505571294722,368.887381561074,6073.430121520922,1610.9545610587293,4696.132007932256,1662.3558664475975,1817.5245303544361,852.8172330808445,4673.057001015684
5149,2028-10-31,Company A,Unit 1,Project Z,Yes,Owner 2,Category A,Fund 3,Type 3,46975.23273540154,32900.26193572764,451813.26387645863,481981.11519348575,5.668367200022093,3759.3952955906207,3575.259359585683,40609.14487550767,34457.03574447114,-5.607626287537563,15.748016474345512,16.493316012750995,47.097404339111144,14.717790582315505,8.91288438717336,10907.211090045064,23639.041912503148,102575.8887628261,232752.49710430574,-2.833738867912327,20.324604101903304,9.526160127856082,18.022936887835826,7.814861569539802,4.485722056863162,2.715889604971793,1.9835341811065366,49.46049733364069,14.314091760608068,User B,2022-03-11,User C,2023-03-11,1973.889019369386,4972.380506217245,1071.2194796169347,1648.267283912574,641.0217848250832,6865.866738835147,1828.7833589055654,3755.0090688284363,1856.0515838119495,805.9554710111969,950.1019049647737,5433.838095810359
3290,2028-11-30,Company C,Unit 3,Project Z,Yes,Owner 1,Category B,Fund 2,Type 1,21087.23065326558,20041.097371002572,200901.21650089952,183578.8189682006,-4.4959486440155345,4404.0102452588835,2945.0717848760673,37425.106308599934,39671.28886198822,2.3862874505107605,29.700484110556104,18.070322319327726,15.241020932242515,23.384547514214773,7.06894254759413,21619.85418144587,22716.12547242292,69158.89299279437,93049.40745573453,-6.998411154395072,17.856799799938045,7.954669639366278,10.08002418517858,15.32899455122265,-8.150827266271076,9.590315396576473,8.521337775330391,13.438580025617291,40.41016282594148,User C,2022-03-12,User A,2023-03-12,1406.4971547503164,2154.6043555926435,1575.269259371697,2138.9097105025,507.00662680491996,9558.712676187266,2341.455141882924,4455.363847506595,654.8285215758729,1621.661815187404,228.7007939523341,2275.2053364563426
1025,2028-12-31,Company C,Unit 1,Project X,No,Owner 2,Category C,Fund 3,Type 1,32133.26741022566,48759.5559825928,314455.0065502578,371732.0376007926,2.399994590650323,4060.222541596176,1971.0828768817364,14889.175624216798,47925.56291197929,3.9970778389246604,11.985571158301024,19.122588451350087,48.134882271741304,42.34246963790655,3.554016209977979,23244.290361101917,24629.89946337403,227523.84632046765,75511.16897035233,9.160194973942136,6.134249857200402,22.955315887081433,22.260159240695685,24.6365008481691,0.36487346699128054,4.583753566238372,6.216453245275883,45.46069908361717,48.80404116474602,User B,2022-03-13,User C,2023-03-13,3806.59016607752,1043.4406595131293,2226.3206748526723,2419.243531087126,696.720033200517,5326.188514402429,1963.4379726175985,4589.210341470094,1055.9016115299387,1778.0204360049997,438.7228490285203,9940.154758958904
3109,2029-01-31,Company C,Unit 1,Project X,No,Owner 1,Category A,Fund 1,Type 2,30528.589655759202,31438.56133657696,236619.01722587956,437062.2120770077,8.769358314052088,3487.630956203414,4492.003395805329,47525.38994758942,44939.913032103344,7.037184255278049,47.38231044158843,18.871628069198003,29.678598103147277,46.46623569721194,-1.0970848739889227,6055.1942738931875,9134.678490104321,245331.288158282,179666.73327552594,8.480329448381319,10.092734424506716,16.42824841764044,7.194497162603264,18.72134292931814,6.087867268652651,6.774423786304764,3.6490592855546007,22.276699680724235,17.86925654755025,User A,2022-03-14,User A,2023-03-14,3874.462464221122,1316.9798897801797,2138.226349228474,1084.70651272295,252.5532043338627,4945.430753372393,1643.7649145297328,2499.760597528449,1308.796755415519,1941.0263000222012,464.6220155302272,2971.926203075948
2218,2029-02-28,Company C,Unit 1,Project X,Yes,Owner 2,Category B,Fund 3,Type 2,17273.834668127172,24882.023917136656,486676.8264717295,313384.73626801133,-2.9134971246058043,4256.129999926381,2730.173581441718,26139.87236932866,11140.119107975592,-2.9881188251376045,23.78756239098026,12.838192312567527,24.013925887767993,49.797911213859976,-2.6233548332984613,12325.831816405007,15697.911886839842,88669.4907507778,71554.17545833909,1.9699643187275733,24.576134892478972,20.09403873503467,12.72612731801146,9.715627843953826,0.5450418553374714,4.826544442121797,4.552844808881867,33.23104308599021,23.234057268938773,User A,2022-03-15,User A,2023-03-15,4618.84362645247,3480.8511450072297,1118.4106392653748,998.857435721826,609.6490929876954,6815.859736111661,3236.8802513746305,3577.2649231175724,976.9026575511048,910.4382003433502,200.35789888742502,3536.4736707866514
7530,2029-03-31,Company B,Unit 3,Project Z,Yes,Owner 2,Category C,Fund 3,Type 2,36103.530607234585,37948.64914677577,358741.53099450486,127722.39401347862,6.711457326344828,1765.9153817547538,1587.7410219848152,49887.60925084611,37777.38025027891,-9.167136036386037,46.53407580280636,44.14164542860141,26.15728651377992,33.36307287551921,-4.490909429503159,5632.691521233884,6433.013729612993,243074.270273992,61243.33581834587,1.8465482908105297,5.2821476446364795,9.813323760521403,10.673640310881332,9.814081287760594,4.349456914600582,5.257210515276524,8.21297087351375,17.07964705350069,30.431383959022288,User B,2022-03-16,User A,2023-03-16,3266.014128216191,1770.5897453526864,919.2986226747117,1147.192275979906,598.4823046433429,5638.321861115401,4574.654365074171,1006.6797315515123,882.1711395890324,1757.680284456813,838.8876774894671,9650.801323122112
3441,2029-04-30,Company C,Unit 1,Project Y,No,Owner 1,Category B,Fund 2,Type 1,41928.49272378059,25713.699239159047,414956.736669217,143019.4507966948,-2.703943177385641,2923.1959043903544,1939.9972975028286,21530.823943781186,32985.75837582461,-3.515957181611382,24.807266111745776,40.27238204249712,25.34963215294516,28.139517540989353,0.29115607787233877,11022.284152500288,22756.005813862925,125223.52961437481,187963.98831315598,5.71532917756495,11.629050639952487,10.337096597495957,7.5370290354840925,15.682687122768115,-1.292506292977274,1.158336083261015,4.732230831702469,40.598714100437256,21.919847844112766,User A,2022-03-17,User C,2023-03-17,4287.088862519991,1922.8907466918495,2369.69713344411,759.968110709661,355.07772813681345,5130.716811246713,1717.3073444407328,2879.3725611292984,1662.2575120918532,783.9747945311296,517.7389873762945,6828.395773947023
5828,2029-05-31,Company A,Unit 1,Project Z,No,Owner 2,Category B,Fund 2,Type 2,27126.81233026268,20779.534406746716,456894.246709455,228356.4863431792,-6.600768753660036,1091.9876639346185,2630.4462028433118,16183.977192414182,18132.4049470734,0.8817183724332462,44.316199557427545,49.339346661247255,48.389079296134575,21.56927640518342,6.970580067356682,19625.427219221106,8387.044789346775,246552.6076832375,148634.53045321908,4.1963540938904735,8.660137318959704,12.455002499582628,5.024602852973057,9.17954855876343,-5.146356642288228,4.94226190768164,8.504015707417839,10.913094621200553,49.438353053981935,User B,2022-03-18,User B,2023-03-18,4957.247620555789,4968.866787209754,2299.595692177725,766.2136725811711,358.5247595167166,3683.875366903883,1535.3158534888576,3645.4378185774776,676.021250943285,1331.2339314864805,669.893505578407,2149.11582675333
2150,2029-06-30,Company B,Unit 2,Project Z,No,Owner 1,Category C,Fund 3,Type 2,11803.371933307062,24211.460418285686,186804.75959647913,228856.46683463833,-1.3808372733926237,4000.067727204542,4281.584829324029,33496.96602608348,44843.82194686945,3.8543987383092304,28.622163749726468,49.62913045952596,43.34680804340991,37.350778813686745,7.943861902959426,11964.291037026418,20594.840259578486,116727.67982159837,241067.50806317455,-2.149752247981384,14.127607997984075,5.627013160130721,23.97871298261037,16.475984530713045,3.512851158500867,4.846167830717343,5.418632431579711,36.35818042131646,20.388752136077542,User C,2022-03-19,User C,2023-03-19,1613.3546756488563,3194.5108437593685,1774.4698562805859,721.7161124417337,585.5790876246165,2047.1028193646123,3023.6488552014,4712.501232195566,2343.1524885257913,2242.09946986464,510.4855082037113,8762.133895416922
4934,2029-07-31,Company C,Unit 2,Project Z,No,Owner 2,Category C,Fund 2,Type 1,47780.85768649741,10597.837752912854,412271.2674432554,215055.64730126422,6.3513445697996005,1910.3579680043695,4035.188394804987,31748.03948664954,18396.84069791258,-4.59768202426833,25.023982317347194,11.835415738640682,36.93818432926448,39.837924746960645,4.726662535391055,23862.511295386037,6474.014732381425,121019.61929853715,216215.89462071896,9.809678985605927,21.987253825881663,6.522130603784504,6.944192179537132,12.436647916358595,-4.7427198842003175,2.6140530947516054,7.305434219713616,22.6306167730124,12.239536805417899,User C,2022-03-20,User B,2023-03-20,4792.009388032562,4272.836389291631,1727.2041866558704,1450.1373500320242,997.3941945248627,2795.4604974598005,4419.30133587841,3531.949113866434,1998.2354142125303,2072.708672503797,556.8990220567241,3424.243869683878
4847,2029-08-31,Company A,Unit 1,Project Z,Yes,Owner 1,Category B,Fund 3,Type 1,23451.972228715134,22432.572665743333,139613.56081559078,488449.4822179448,8.39310799448089,4494.72721880135,2225.8355502712557,35389.98215689213,46885.44834627066,0.08079379965866806,49.02724167599779,28.41136229698131,35.39585773202197,23.952313599227878,1.3274269487656518,22760.23029312423,5533.013989445557,55632.91141509805,157027.04618000847,-8.487413156306582,20.114348724016022,16.754574977349694,11.5938836570259,6.858647563758016,7.742930571183415,4.985589957162699,5.058097273240628,16.507343000346474,47.38487840333777,User C,2022-03-21,User A,2023-03-21,4540.282490603675,1236.9743112614997,2309.0392966430845,1709.2345574887952,664.7681117239299,8666.758349933834,4855.3931912036805,4364.758989035467,674.2844649317942,1884.5582170114205,233.4225065300463,5280.098937642089
7564,2029-09-30,Company B,Unit 2,Project X,Yes,Owner 2,Category C,Fund 2,Type 3,11550.279720477645,11587.11320811165,156238.91260144633,438006.7588034976,8.502624063874013,3482.8475979757673,3157.835318821732,12001.810398709738,27920.188791753913,-8.777849772128373,14.082815884196048,11.512258976203151,31.855229228633274,14.586720432783284,-3.123470331427372,21065.643475018263,9092.451839418214,129794.65189881634,109604.05084017664,-6.275648238944256,14.907283005870164,17.297376704742,7.262040257377535,18.069238594866714,4.632799443758328,5.162539943067124,6.882980251204135,39.18243714610752,43.641877332667605,User A,2022-03-22,User B,2023-03-22,4337.56938430895,1231.9381502693768,2311.4057907520005,548.4456626559427,694.4866307044117,5074.128539511768,3779.7565272826523,1565.302892583218,2392.330746208555,538.236333756464,386.2047722686988,3217.2501669422545
5525,2029-10-31,Company A,Unit 1,Project Y,No,Owner 1,Category B,Fund 2,Type 3,12401.875237358712,44381.83019864721,330464.55872877804,376127.8275608998,-4.944849727784084,4200.68994685172,3030.8769100694917,19258.05353425085,27503.922780062767,-8.248911544779613,26.37377832846611,11.3336406499899,27.729149125710606,19.952567185900048,-6.0517769170399465,19649.392525267365,11236.182337871905,83212.01418716424,240966.6439580225,-8.631935983624249,8.088045027607436,6.89036670842015,22.228511197975358,11.373881063971826,-4.0284674581005,2.985219744773194,5.004865540057861,25.291422055539353,48.420543835382816,User B,2022-03-23,User B,2023-03-23,3917.7409006596577,3603.20298431636,678.2081647983915,993.7896603424183,899.4597245310131,3984.318344972542,3969.7498318448934,3177.4223922941374,2240.149605671395,2372.513909972338,614.6278951577497,2454.205138814029
1846,2029-11-30,Company B,Unit 1,Project Z,No,Owner 3,Category C,Fund 1,Type 2,15177.205419312693,25711.08899134655,197812.26624220514,218028.69455329698,3.1411495595184213,3218.7092871537284,1395.2513223307878,49611.245090523706,48774.97028159112,5.652299620404705,11.800673455829864,21.20792424676931,21.107653566106745,22.826966732275803,5.89514437027303,11509.345761157507,15702.378331592874,58920.457042656,130869.19001036248,9.480216771031454,14.360615449967666,18.331568839918233,9.40485901485692,8.05857607057561,-1.796550844741617,5.47500364349796,9.80603406048023,27.626592751225427,48.24928821651965,User C,2022-03-24,User B,2023-03-24,4037.213615058808,1137.1403128053723,1223.1468596016912,1159.88631313401,825.6472745388845,5216.638865123723,4468.999654358318,1895.1444665592949,1634.6846019504603,969.5395955717856,641.5837144183624,3823.6167439021183
8357,2029-12-31,Company A,Unit 2,Project X,Yes,Owner 1,Category B,Fund 1,Type 1,27387.530206910564,30584.331525802074,183613.71145089387,453918.86891282577,2.9056832798030037,1897.467492858858,1331.6983033343245,23570.77790511471,16524.556544714622,-0.8499050952239244,39.515655045658384,42.808700996952666,15.393383193282197,45.36898859902119,-5.785788410509067,11906.173323551076,17773.563311548438,173330.3677803995,209026.21215636405,3.4485442457773026,23.91884183047061,11.163050302737377,13.073349308796347,20.747816178141818,9.388126207134214,9.110138541592569,8.783191278643134,30.89554204234439,25.580371973858156,User C,2022-03-25,User A,2023-03-25,1299.8892468684398,4275.990397912492,1946.4476656223906,1366.8980475089402,289.04598913472114,8423.500825426336,2549.220744544862,1822.3181589490202,1594.849569415572,1763.8206180133209,306.00645846368855,9861.566635324398
3056,2030-01-31,Company C,Unit 2,Project X,Yes,Owner 3,Category C,Fund 1,Type 3,33111.47472769416,40853.60006891657,122748.58398234213,241608.43351834908,-7.865280518245501,3705.7649694216093,2869.9991648082705,32341.15252510715,42947.65475260585,-1.7967139805945571,18.445435149324783,39.44368253422334,11.296924225974742,15.362412216727348,-1.6450672077398405,10576.174082805292,19008.87385097234,162345.1396827221,55451.63249348948,4.925082230978921,14.73507946283474,7.136397713911434,8.842946921116265,13.51369459630516,5.5352520783784716,7.974595191631655,6.293577786865644,44.82304655313853,45.942200316450396,User B,2022-03-26,User C,2023-03-26,2042.5167208060705,1933.290543877089,1011.5867555260609,1985.7340181757406,377.6947976841859,9876.898185080827,1420.1844229987778,4710.6412722792675,1868.3373829862846,987.4617328611625,988.9396591398378,6679.076298382509
7281,2030-02-28,Company B,Unit 1,Project Z,No,Owner 2,Category C,Fund 1,Type 2,11776.847461375759,38885.450246475484,126155.90666137236,364580.7648029202,-8.338298545677926,4847.897780142415,3607.021295535196,43861.32975411095,46030.97429291213,-0.4453661906444939,39.4214788008471,18.410955459838505,31.433151249194232,26.669902764963922,6.285763572919201,19619.789224077005,23057.074858443426,221611.0944083997,165072.73378363193,-5.959394226465542,8.514886780516566,20.760727728493716,16.832302846902348,16.92995477797848,-9.173041070739165,4.169628725443148,2.47805738133616,15.236729204974022,44.6896771065203,User B,2022-03-27,User C,2023-03-27,4765.48518663962,4418.606575897811,1734.4587198898705,1898.6844599228318,738.7830525190775,4618.14914475184,1349.4418996392624,3131.0037935367895,1227.0341946951078,2263.4358414459743,577.8241661907327,8530.71246941797
4401,2030-03-31,Company A,Unit 1,Project Y,No,Owner 1,Category B,Fund 3,Type 2,39886.66211689275,25764.27914015878,208793.50751504558,311587.03641547845,0.7617414446295854,2824.866503283297,4816.678930486532,20553.007128442005,10997.719735552622,0.8169064329583406,18.921797759855444,34.66307004013379,49.62559548266154,25.96692048403959,-5.900160881139609,9142.502072842393,21094.73546388058,176266.81079220324,237100.1979797452,5.550249843268313,14.945256570195518,14.918806494592317,5.614568567614828,23.000311891753277,-3.6463941015274663,1.0805201802058422,1.9826541454551978,22.31203272242217,40.14984752764746,User B,2022-03-28,User B,2023-03-28,1200.183588162532,2617.446212923696,2339.3375617381525,779.2275694410799,221.81805593567213,5955.097903331549,1134.1536723229049,1448.1693372025993,907.9409863424866,713.4743616715846,605.871056338598,8646.063371020799
9959,2030-04-30,Company A,Unit 1,Project Z,No,Owner 2,Category B,Fund 2,Type 3,20768.200263201164,13157.136197500296,318014.8920940197,223413.9429503021,6.039053054633559,3058.2245471352053,3101.991109989573,40082.21824273943,41800.351257612885,5.514476244008328,40.252056454132926,16.605267637130225,47.69885642449786,26.33968825805762,-7.79446109321452,22266.962237887627,19358.4829095556,165487.70686221286,150665.71586225973,1.8922326622872632,7.563910814293826,19.425459404276488,8.02141383523314,14.246567446049607,1.1250847631760568,7.7568354686186085,7.3465376397434925,37.72562992971241,35.02551542220627,User A,2022-03-29,User B,2023-03-29,3539.5777150172266,4687.826143591497,947.8442717904874,1470.66970535562,340.5541877210693,2029.3275929250215,2983.9217119778878,3255.468248540674,1158.0842750281222,2237.737055024535,615.7284447702568,6584.044648846705
2327,2030-05-31,Company C,Unit 2,Project X,No,Owner 1,Category C,Fund 1,Type 3,45933.346862256796,34633.8883187778,339259.3086502071,236886.49696266922,9.585446187617752,1674.3638478640182,1103.0723216546394,20919.452876432882,16898.870975799633,1.8685554229589378,45.49858333257669,23.796638899581268,30.478766524995574,15.895644140329598,-8.930519803760625,6122.122952174133,9995.616813549677,141259.56545839243,191507.57767188404,-4.480047789978054,9.594321379790479,21.52930576996512,5.65196056678827,8.552995891087418,4.75133432349141,7.065940121318468,2.1305223683725454,12.124212207584225,28.80669103839971,User A,2022-03-30,User B,2023-03-30,4499.344065818814,1323.4634647785967,2379.4427778761547,2110.059474821245,447.7982587477941,3399.0303504143294,3471.195620938782,3496.238147435092,1850.001860787325,1132.4530044310668,989.4441955750927,4597.8460945199095
4047,2030-06-30,Company A,Unit 3,Project Y,Yes,Owner 3,Category B,Fund 3,Type 1,42384.543572696886,28530.551700885106,462213.9159481585,325202.39679633226,-3.0473015082887827,3532.6754783545116,1257.8511645495007,32690.231832130467,45094.853700610736,-8.12542337940113,30.921933614715332,42.803569321946206,14.908374669240644,13.472300379191925,-9.076729363848003,11844.365184599079,20974.388924971423,97785.6661705533,137036.73163791778,3.2010794178861346,19.168533325182352,20.61456172784406,13.321685611186657,14.002659223934668,9.82687118477713,3.4619701981836464,8.08424278265393,17.65708684418997,29.235652258324215,User B,2022-03-31,User C,2023-03-31,1436.3092452631658,4899.056034167883,548.148522917913,2177.5763318005484,470.7232938007296,3065.2050282137066,4636.1159759472375,2892.8529909568715,2161.799416942117,550.2009640528489,781.5807681356034,5002.32339763755
7190,2030-07-31,Company B,Unit 3,Project Y,Yes,Owner 1,Category B,Fund 3,Type 2,37045.45504480726,18778.65099586726,317826.38707491255,282262.9436453469,2.9429231765533874,4021.59388883856,2891.762726141673,33484.311366467635,47770.4707539857,1.707811188354146,34.257436052596816,13.901685655796685,26.52203860837057,26.028865257601698,-1.0295686277193532,5535.117027577335,12559.178617781545,106986.60551634309,73783.69136883484,-6.371754284193782,11.33742190028013,10.236190513186914,18.77062610875848,12.516758151938106,-1.8479129467662148,4.340213293958564,7.019447807691693,29.867856552825735,39.47554045591352,User A,2022-04-01,User A,2023-04-01,1428.068285305665,4153.225304961391,2250.015642323921,1094.2549362702293,463.07111187782874,3907.3775254308475,2017.229991089669,4043.1837031906452,1004.6123805367431,1856.760037078974,832.1264030833914,7827.125661469525
